seccion_cod,servicio_cod,dir3_cod,denominacion,dir3_padre_cod,ministerio_dir3_cod,ministerio_denominacion,nivel_jerarquico,nivel_organico,nivel_organico_senal,tipo_entidad,estado,fecha_inicio,fecha_fin
,,EA0005003,Guardia Civil - Puesto de Carmenes,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005004,Guardia Civil - Puesto de Carrizo de la Ribera,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005005,Guardia Civil - Puesto de la Magdalena,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005006,Guardia Civil - Puesto de Cistierna,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005007,Guardia Civil - Puesto de Fabero del Bierzo,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005008,Guardia Civil - Puesto de Gradefes,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005009,Guardia Civil - Puesto Auxiliar de Tremor de Arriba,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005010,Guardia Civil - Iae. Zona Castilla y Leon,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005011,Guardia Civil - Iae. Comandancia Leon,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005012,Guardia Civil - Puesto P. de Armunia,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005013,Guardia Civil - Puesto de Mansilla de las Mulas,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005014,Guardia Civil - Puesto de Matallana de Torio,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005015,Guardia Civil - Puesto de Pola de Gordon,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005016,Guardia Civil - Puesto de Ponferrada,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005017,Guardia Civil - Iae. Ponferrada,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005018,Guardia Civil - Puesto de Puebla de Lillo,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005019,Guardia Civil - Puesto de el Puente Domingo Florez,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005020,Guardia Civil - Puesto de Riaño,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005021,Guardia Civil - Puesto de la Robla,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005022,Guardia Civil - Puesto de Sahagun,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005023,Guardia Civil - Puesto de San Emiliano,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005024,Guardia Civil - Puesto de Santa Maria del Paramo,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005025,Guardia Civil - Puesto P. de la Bañeza,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005026,Guardia Civil - Puesto de Toreno,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005027,Guardia Civil - Puesto Auxiliar de Torre del Bierzo,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005028,Guardia Civil - Puesto de Saldaña,E04647103,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005029,Guardia Civil - Iae. Saldaña,E04647103,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005030,Guardia Civil - Puesto Auxiliar de Salinas de Pisuerga,E04647103,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005031,Guardia Civil - Puesto Auxiliar de Santibañez de la Peña,E04647103,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005032,Guardia Civil - Puesto de Torquemada,E04647103,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005033,Guardia Civil - Puesto de Velilla,E04647103,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005034,Guardia Civil - Puesto de Venta de Baños,E04647103,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005035,Guardia Civil - Puesto de Villada,E04647103,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005036,Guardia Civil - Puesto de Villarramiel,E04647103,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005037,Guardia Civil - Puesto de Villoldo,E04647103,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005038,Guardia Civil - Puesto de Arbo,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005039,Guardia Civil - Puesto P. de Baiona-Nigran,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005040,Guardia Civil - Puesto de Caldas de Reis,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005041,Guardia Civil - Puesto P. de Cambados,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005042,Guardia Civil - Iae. Cambados,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005043,Guardia Civil - Puesto P. de Cangas del Morrazo,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005044,Guardia Civil - Iae. Cangas,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005045,Guardia Civil - Puesto de A Cañiza,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005046,Guardia Civil - Puesto de Cerdedo,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005047,Guardia Civil - Puesto de Covelo,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005048,Guardia Civil - Puesto de Cuntis,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005049,Guardia Civil - Puesto de A Estrada,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005050,Guardia Civil - Iae. A Estrada,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005051,Guardia Civil - Puesto de Forcarei,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005052,Guardia Civil - Puesto de Fornelos de Montes,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005053,Guardia Civil - Puesto de Gondomar,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005054,Guardia Civil - Puesto de o Grove,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005055,Guardia Civil - Puesto de A Guarda,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005056,Guardia Civil - Puesto de Lalin,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005057,Guardia Civil - Iae. Lalin,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005058,Guardia Civil - Puesto Fiscal de Marin,E03131704,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005059,Guardia Civil - Puesto de Zorita,E04646603,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005060,Guardia Civil - Puesto de Alcala de los Gazules,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005061,Guardia Civil - Puesto de Alcala del Valle,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005062,Guardia Civil - Puesto de Algar,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005063,Guardia Civil - Iae. Comandancia Algeciras,E03130304,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005064,Guardia Civil - Puesto de San Garcia,E03130304,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005065,Guardia Civil - Puesto de Algeciras,E03130304,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005066,Guardia Civil - Puesto de Pelayo,E03130304,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005067,Guardia Civil - Puesto de Algodonales,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005068,Guardia Civil - Puesto P. de Arcos de la Frontera,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005069,Guardia Civil - Puesto P. de Barbate,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005070,Guardia Civil - Puesto P. de los Barrios,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005071,Guardia Civil - Puesto de Benalup,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005072,Guardia Civil - Puesto Auxiliar de Bornos,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005073,Guardia Civil - Puesto de el Bosque,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005074,Guardia Civil - Iae. Comandancia Cadiz,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005075,Guardia Civil - Puesto de Castellar,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005076,Guardia Civil - Puesto P. de Chiclana de la Frontera,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005077,Guardia Civil - Puesto P. de Chipiona,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005078,Guardia Civil - Puesto P. de Conil de la Frontera,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005079,Guardia Civil - Puesto Auxiliar de Espera,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005080,Guardia Civil - Puesto de Grazalema,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005081,Guardia Civil - Puesto P. de Jerez de la Frontera,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005082,Guardia Civil - Puesto de Barca Florida,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005083,Guardia Civil - Iae. Jerez de la Fra.,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005084,Guardia Civil - Puesto de Jimena de la Frontera,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005085,Guardia Civil - Iae. la Linea de la Concepcion,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005086,Guardia Civil - Puesto de la Linea,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005087,Guardia Civil - Puesto de Medina Sidonia,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005088,Guardia Civil - Puesto de Olvera,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005089,Guardia Civil - Puesto de Uceda,E03130804,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005090,Guardia Civil - Puesto de Yunquera de Henares,E03130804,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005091,Guardia Civil - Puesto de Zaorejas,E03130804,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005092,Guardia Civil - Puesto Auxiliar de Alajar,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005093,Guardia Civil - Puesto de Aljaraque,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005094,Guardia Civil - Puesto Auxiliar de Almonaster la Real,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005095,Guardia Civil - Puesto de Torre de la Higuera,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005096,Guardia Civil - Puesto P. de Almonte,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005097,Guardia Civil - Puesto de el Rocio,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005098,Guardia Civil - Puesto de Alosno,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005099,Guardia Civil - Puesto de Aracena,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005100,Guardia Civil - Puesto de Aroche,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005101,Guardia Civil - Puesto P. de Ayamonte,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005102,Guardia Civil - Iae. Ayamonte,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005103,Guardia Civil - Puesto de Beas,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005104,Guardia Civil - Puesto de Bollullos del Condado,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005105,Guardia Civil - Puesto de Bonares,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005106,Guardia Civil - Puesto de Cabezas Rubias,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005107,Guardia Civil - Puesto de Cala,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005108,Guardia Civil - Puesto de Calañas,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005109,Guardia Civil - Puesto de el Rompido,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005110,Guardia Civil - Puesto P. de Cartaya,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005111,Guardia Civil - Puesto de el Cerro de Andevalo,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005112,Guardia Civil - Puesto Auxiliar de Corteconcepcion,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005113,Guardia Civil - Puesto de Cortegana,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005114,Guardia Civil - Iae. Cortegana,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005115,Guardia Civil - Puesto de Cumbres Mayores,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005116,Guardia Civil - Puesto de Encinasola,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005117,Guardia Civil - Puesto de Escacena del Campo,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005118,Guardia Civil - Puesto de Gibraleon,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005119,Guardia Civil - Puesto de Hinojos,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005120,Guardia Civil - Puesto de Valderas,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005121,Guardia Civil - Puesto de Valencia de Don Juan,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005122,Guardia Civil - Iae. Valencia de Don Juan,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005123,Guardia Civil - Puesto de Vegas Condado,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005124,Guardia Civil - Puesto Auxiliar de Villaseca de Laciana,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005125,Guardia Civil - Puesto de Villablino,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005126,Guardia Civil - Iae. Villablino,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005127,Guardia Civil - Puesto de Villafranca del Bierzo,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005128,Guardia Civil - Puesto de Veguellina,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005129,Guardia Civil - Puesto de Alcarras,E03131104,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005130,Guardia Civil - Iae. Alcarras,E03131104,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005131,Guardia Civil - Puesto de Balaguer,E03131104,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005132,Guardia Civil - Iae. Balaguer,E03131104,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005133,Guardia Civil - Puesto Fiscal de Bossost,E03131104,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005134,Guardia Civil - Iae. Bossost,E03131104,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005135,Guardia Civil - Iae. Comandancia Lleida,E03131104,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005136,Guardia Civil - Puesto de la Pobla de Segur,E03131104,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005137,Guardia Civil - Puesto Fiscal de Sort,E03131104,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005138,Guardia Civil - Iae. Seu de Urgel,E03131104,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005139,Guardia Civil - Puesto de Solsona,E03131104,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005140,Guardia Civil - Iae. Solsona,E03131104,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005141,Guardia Civil - Puesto de Tarrega,E03131104,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005142,Guardia Civil - Iae. Tarrega,E03131104,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005143,Guardia Civil - Puesto de Tremp,E03131104,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005144,Guardia Civil - Iae. Tremp,E03131104,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005145,Guardia Civil - Iae. Farga de Moles,E03131104,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005146,Guardia Civil - Puesto de Truchas,E04646903,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005147,Guardia Civil - Puesto de Abadin,E04672703,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005148,Guardia Civil - Puesto Auxiliar de Antas de Ulla,E04672703,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005149,Guardia Civil - Puesto de Baralla,E04672703,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005150,Guardia Civil - Puesto de Ciudad Rodrigo,E03131804,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005151,Guardia Civil - Iae. Ciudad Rodrigo,E03131804,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005152,Guardia Civil - Puesto de Fuente de San Esteban,E03131804,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005153,Guardia Civil - Puesto de Fuenteguinaldo,E03131804,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005154,Guardia Civil - Puesto de Fuentes de Oñoro,E03131804,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005155,Guardia Civil - Puesto de Galinduste,E03131804,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005156,Guardia Civil - Puesto de Guijuelo,E03131804,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005157,Guardia Civil - Puesto de Lagunilla,E03131804,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005158,Guardia Civil - Puesto de Ledesma,E03131804,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005159,Guardia Civil - Puesto de Ledrada,E03131804,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005160,Guardia Civil - Puesto de Linares Riofrio,E03131804,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005161,Guardia Civil - Puesto de Paterna Rivera,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005162,Guardia Civil - Puesto de Prado del Rey,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005163,Guardia Civil - Puesto de el Puerto de Santa Maria,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005164,Guardia Civil - Puesto de Puerto Real,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005165,Guardia Civil - Iae. Puerto Real,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005166,Guardia Civil - Puesto de Puerto Serrano,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005167,Guardia Civil - Puesto de Rota,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005168,Guardia Civil - Puesto de San Jose del Valle,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005169,Guardia Civil - Puesto P. de San Roque,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005170,Guardia Civil - Puesto P. de Guadiaro,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005171,Guardia Civil - Puesto de Sanlucar de Barrameda,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005172,Guardia Civil - Puesto de Setenil de las Bodegas,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005173,Guardia Civil - Puesto de Torreplata,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005174,Guardia Civil - Puesto P. de Tarifa,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005175,Guardia Civil - Puesto de Facinas,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005176,Guardia Civil - Iae. Tarifa,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005177,Guardia Civil - Puesto de Trebujena,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005178,Guardia Civil - Puesto de Ubrique,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005179,Guardia Civil - Puesto de Vejer de la Frontera,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005180,Guardia Civil - Iae. Vejer de la Fra.,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005181,Guardia Civil - Puesto de Villamartin,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005182,Guardia Civil - Iae. Villamartin,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005183,Guardia Civil - Puesto de Zahara de la Sierra,E03130204,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005191,Guardia Civil - Iae. Comandancia Huelva,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005192,Guardia Civil - Puesto P. de Isla Cristina,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005193,Guardia Civil - Puesto de Jabugo,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005194,Guardia Civil - Puesto P. de Lepe,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005195,Guardia Civil - Puesto de Lucena del Puerto,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005196,Guardia Civil - Puesto de Manzanilla,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005197,Guardia Civil - Puesto de Minas de Riotinto,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005198,Guardia Civil - Puesto P. de Moguer,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
,,EA0005199,Guardia Civil - Puesto de Mazagon,E03130904,E00003801,Ministerio del Interior,8,OTRO,sin_senal,,V,2026-06-10,
