seccion_cod,servicio_cod,dir3_cod,denominacion,dir3_padre_cod,ministerio_dir3_cod,ministerio_denominacion,nivel_jerarquico,nivel_organico,nivel_organico_senal,tipo_entidad,estado,fecha_inicio,fecha_fin
,,EA0041814,Unidad Central de Caja,EA0055035,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,,V,2024-03-21,
,,EA0041815,Mesa Contratación (MEFPD),EA0055035,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,MN,V,2024-03-21,
,,EA0041816,Caja Pagadora Central (MEFPD),EA0055035,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,,V,2024-03-21,
,,EA0041854,Instituto Nacional de Evaluacion Educativa,E04874804,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,MN,V,2024-03-21,
,,EA0041856,Instituto Nacional de Tecnologias Educativas y de Formacion del Profesorado,E04874804,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,MN,V,2024-03-21,
,,EA0041857,S.G. de Ordenacion Academica,E04874804,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,MN,V,2024-03-21,
,,EA0041887,"S.G. de Becas, Ayudas al Estudio y Promoción Educativa",E04996503,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,MN,V,2024-03-21,
,,EA0041889,S.G. de Cooperación Territorial e Innovación Educativa,E04874804,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,MN,V,2024-03-21,
,,EA0041944,Unidad de Acción Educativa Exterior,E04996503,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,MN,V,2024-03-21,
,,EA0043212,Unidad de Apoyo (DGECT),E04874804,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,,V,2024-03-21,
,,EA0043213,Unidad de Apoyo (DGPGE),E04996503,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,MN,V,2024-03-21,
,,EA0055027,S.G. de Centros y Programas,E04996503,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,MN,V,2024-03-21,
,,EA0055028,S.G. de la Inspección de Educación,E04996503,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,MN,V,2024-03-21,
,,EA0055031,S.G. de Programas y Gestión,EA0041837,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,MN,V,2024-03-21,
,,EA0055032,S.G. de Centros y Emprendimiento,EA0041837,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,MN,V,2024-03-21,
,,EA0055033,Centro de Innovación y Tecnificación de Alto Rendimiento de la Formación Profesional (CITAR),EA0041837,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,MN,V,2024-03-21,
,,EA0055034,Unidad de Apoyo (DGPIGFP),EA0041837,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,MN,V,2024-03-21,
,,EA0057027,Departamento de Enseñanzas Artísticas,E04874804,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",4,OTRO,sin_senal,MN,V,2025-02-27,
,,EA0019712,Caja Central CSD,EA0019711,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",5,OTRO,sin_senal,,V,2024-03-21,
,,EA0019713,Pagos en Firme CSD,EA0019711,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",5,OTRO,sin_senal,,V,2024-03-21,
,,EA0022012,Unidad Tramitadora Caja Fija Celad,EA0022011,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",5,OTRO,sin_senal,AE,V,2024-03-21,
,,EA0022013,Unidad Tramitadora Contratacion Celad,EA0022011,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",5,OTRO,sin_senal,AE,V,2024-03-21,
,,EA0041945,Administracion del Estado en el Exterior-Consejerias y Centros de Educacion,EA0041944,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",5,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0042004,Direccion Programas Guinea Ecuatorial,EA0041944,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",5,OTRO,sin_senal,ZZ,V,2026-06-10,
,,EA0042569,Dirección Provincial de Educación de Ceuta,EA0055027,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",5,OTRO,sin_senal,MN,V,2024-03-21,
,,EA0042597,Dirección Provincial de Educación de Melilla,EA0055027,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",5,OTRO,sin_senal,MN,V,2024-03-21,
,,EA0041946,Agregaduría de Educación de los Ángeles,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0041947,Agregaduría de Educación en Canadá,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041948,Agregaduría de Educación en Colombia,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041950,Agregaduría de Educación en Eslovaquia,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041951,Agregaduría de Educación en Hungria,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041952,Agregaduría de Educación en la República Checa,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041953,Agregaduría de Educación en Miami,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041954,Agregaduría de Educación en Nueva York,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,ZZ,V,2026-06-10,
,,EA0041955,Agregaduría de Educacion en Rumania,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041956,Agregaduría de Educación en Rusia,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041957,Asesoria de Educacion en el Salvador,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041958,Asesoria de Educacion en Grecia,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041959,Asesoria de Educacion en Republica Dominicana,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041960,Centro de Recursos de Pekín,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041961,Centro de Recursos de Sofía,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041962,Centro de Recursos de Tánger,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041963,Centros de Recursos de Túnez,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041964,Consejeria de Educacion en Alemania - Berlin,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041965,Consejeria de Educacion en Andorra - Andorra la Vieja,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041967,Consejeria de Educacion en Argentina - Buenos Aires,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041968,Consejeria de Educacion en Belgica - Bruselas,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041969,Consejeria de Educacion en Brasil - Brasilia,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041970,Consejeria de Educacion en Estados Unidos - Washington,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041971,Consejeria de Educacion en Francia - Paris,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041975,Consejeria de Educacion en Italia - Roma,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041977,Consejeria de Educacion en la Republica de Bulgaria,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041978,Consejeria de Educacion en la Republica de Filipinas,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041979,Consejeria de Educacion en la Republica de Polonia,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041980,Consejeria de Educacion en la Republica Popular de China - Pekin,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041981,Consejeria de Educacion en los Estados Unidos de Mejico,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041982,Consejeria de Educacion en Marruecos - Rabat,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041994,Consejería de Educación en Países Bajos,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041995,Consejeria de Educacion en Portugal - Lisboa,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041997,Consejeria de Educacion en Reino Unido - Londres,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041999,Consejeria de Educacion en Suiza - Berna,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0042000,Consejeria y Centros de Educacion en Argelia - Argel,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0042001,Consejeria y Centros de Educacion en Australia - Camberra,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0042002,Representacion Permanente ante la U.E. (EDUCACION Y CIENCIA)-Bruselas,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0042003,Representación Permanente de España ante la O.C.D.E. y U.N.E.S.C.O.,EA0041945,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0042570,Cee San Antonio,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042571,CEIP Andrés Manjón,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042572,CEIP Ciudad de Ceuta,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042573,CEIP Federico García Lorca,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042574,CEIP José Ortega y Gasset,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042575,CEIP Lope de Vega,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042576,CEIP Maestro José Acosta,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042577,CEIP Maestro Juan Morejón,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042578,CEIP Mare Nostrum,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042579,CEIP Pablo Ruíz Picasso,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042580,CEIP Príncipe Felipe,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042581,CEIP Ramón María del Valle-Inclán,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042582,CEIP Reina Sofía,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042583,CEIP Rey Juan Carlos I,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042584,CEIP Rosalía de Castro,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042585,CEIP Santa Amelia,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042586,CEIP Santiago Ramón y Cajal,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042587,CEIP Vicente Aleixandre,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042588,Cepa Edrissis,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042589,Cepa Miguel Hernández,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042590,Escuela Oficial de Idiomas de Ceuta,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042591,IES Abyla,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042592,IES Almina,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042593,IES Clara Campoamor,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042594,IES Luís de Camoens,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042595,IES Puertas del Campo,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042596,IES Siete Colinas,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042598,Cee Reina Sofía,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042599,CEIP  Juan Caro Romero de Melilla,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042600,CEIP Anselmo Pardo,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042601,CEIP Constitucion,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042602,CEIP España,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042603,CEIP Hipodromo,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042604,CEIP León Solá,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042605,CEIP Mediterráneo,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042606,CEIP Pedro de Estopiñán,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042607,CEIP Pintor Eduardo Morillas,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042608,CEIP Real,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042609,CEIP Reyes Católicos de Melilla,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042610,CEIP Velázquez,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042611,Centro de Educación de Personas Adultas,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042612,Centro de Profesores y de Recursos Melilla,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042613,Cifp Reina Victoria Eugenia,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042614,Conservatorio Profesional de Música de Melilla,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042615,Escuela de Arte Miguel Emilio Marmolejo Fernández,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042616,Escuela Oficial de Idiomas de Melilla,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042617,IES Enrique Nieto,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042618,IES Juan Antonio Fernández Pérez,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042619,IES Leopoldo Queipo,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042620,IES Miguel Fernández,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042621,IES Rusadir,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0042622,IES Virgen de la Victoria,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0043887,CEIP Encarna León,EA0042597,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0044807,Escuela de Arte de Ceuta,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2020-10-20,
,,EA0050352,Centro Integrado de Formación Profesional,EA0042569,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",6,OTRO,sin_senal,,V,2026-06-10,
,,EA0041949,"Centro Cultural y Educativo Español ""REYES CATOLICOS""",EA0041948,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041966,Colegio Español Maria Moliner,EA0041965,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041972,Agrupacion de Lengua y Cultura en Lyon,EA0041971,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041973,Colegio Federico Garcia Lorca,EA0041971,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041974,"Liceo Español ""LUIS BUÑUEL""",EA0041971,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041976,"Liceo Español ""CERVANTES""",EA0041975,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041983,Colegio Español de Rabat,EA0041982,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041984,"Colegio Español ""JACINTO BENAVENTE""",EA0041982,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041985,"Colegio Español ""LA PAZ""-Mision Cultural",EA0041982,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041986,"Colegio Español ""LUIS VIVES""",EA0041982,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041987,"Colegio Español ""RAMON Y CAJAL""",EA0041982,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041988,"Instituto Español ""JUAN DE LA CIERVA""",EA0041982,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041989,"Instituto Español ""JUAN RAMON JIMENEZ""",EA0041982,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041990,"Instituto Español ""LOPE DE VEGA""",EA0041982,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041991,"Instituto Español ""MELCHOR DE JOVELLANOS""",EA0041982,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041992,"Instituto Español ""NUESTRA SEÑORA DEL PILAR""",EA0041982,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041993,"Instituto Español ""SEVERO OCHOA""",EA0041982,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041996,"Instituto Español ""GINER DE LOS RIOS""",EA0041995,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0041998,Instituto Español Vicente Cañada Blanch,EA0041997,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0043167,Agrupación de Lengua y Cultura Españolas de Países Bajos,EA0041968,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,,V,2020-06-08,
,,EA0043168,Agrupación de Lengua y Cultura Españolas de Bruselas y Aula de Luxemburgo,EA0041968,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,,V,2020-06-08,
,,EA0043907,Agrupación de Lengua y Cultura Españolas de París,EA0041971,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,,V,2020-07-20,
,,EA0044949,Agrupación de Lengua y Cultura Españolas de Nueva York,EA0041970,E05230301,"Ministerio de Educación, Formación Profesional y Deportes",7,OTRO,sin_senal,,V,2020-11-12,
,,E05231501,Ministerio de Industria y Turismo,EA9999999,E05231501,Ministerio de Industria y Turismo,1,MINISTERIO,denominacion,MN,V,2023-11-21,
,,E05026001,Gabinete del Ministro,E05231501,E05231501,Ministerio de Industria y Turismo,2,OTRO,sin_senal,MN,V,2018-06-11,
,,E05026101,Secretaría del Ministro,E05231501,E05231501,Ministerio de Industria y Turismo,2,OTRO,sin_senal,MN,V,2018-06-11,
,,E05231801,Secretaría de Estado de Industria,E05231501,E05231501,Ministerio de Industria y Turismo,2,SECRETARIA_ESTADO,denominacion,MN,V,2023-11-21,
,,E05232101,Secretaría de Estado de Turismo,E05231501,E05231501,Ministerio de Industria y Turismo,2,SECRETARIA_ESTADO,denominacion,MN,V,2023-11-21,
,,E05239001,Subsecretaría de Industria y Turismo,E05231501,E05231501,Ministerio de Industria y Turismo,2,SUBSECRETARIA,denominacion,MN,V,2023-11-21,
,,EA0039074,"Administración del Estado en el Exterior-Representaciones Permanentes de Industria, Comercio y Turismo",E05231501,E05231501,Ministerio de Industria y Turismo,2,OTRO,sin_senal,MN,V,2026-06-10,
,,E04934203,Secretaría General Técnica,E05239001,E05231501,Ministerio de Industria y Turismo,3,OTRO,sin_senal,MN,V,2018-06-29,
,,E04934503,Secretaría del Secretario de Estado de Industria,E05231801,E05231501,Ministerio de Industria y Turismo,3,OTRO,sin_senal,MN,V,2018-06-29,
,,E04934603,Dirección General de Estrategia Industrial y de la Pequeña y Mediana Empresa,E05231801,E05231501,Ministerio de Industria y Turismo,3,DIRECCION_GENERAL,denominacion,MN,V,2023-12-18,
,,E05031201,Gabinete de la Secretaría de Estado de Turismo,E05232101,E05231501,Ministerio de Industria y Turismo,3,OTRO,sin_senal,MN,V,2018-06-11,
,,E05031301,Secretaría de la Secretaria de Estado de Turismo,E05232101,E05231501,Ministerio de Industria y Turismo,3,OTRO,sin_senal,MN,V,2018-06-11,
,,E05248501,Dirección General de Programas Industriales,E05231801,E05231501,Ministerio de Industria y Turismo,3,DIRECCION_GENERAL,denominacion,MN,V,2024-01-26,
,,EA0038827,Gabinete Tecnico del Subsecretario,E05239001,E05231501,Ministerio de Industria y Turismo,3,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0038828,Junta de Contratacion,E05239001,E05231501,Ministerio de Industria y Turismo,3,OTRO,sin_senal,,V,2026-06-10,
,,EA0038829,"Oficina Española de Patentes y Marcas, O.A.",E05239001,E05231501,Ministerio de Industria y Turismo,3,OTRO,sin_senal,OA,V,2026-06-10,
,,EA0038836,Oficina Presupuestaria,E05239001,E05231501,Ministerio de Industria y Turismo,3,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0038837,Secretaria del Subsecretario,E05239001,E05231501,Ministerio de Industria y Turismo,3,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0038838,Subdirección General de Oficialía Mayor y Administración Financiera,E05239001,E05231501,Ministerio de Industria y Turismo,3,OTRO,sin_senal,MN,V,2026-06-10,
,,EA0038840,Subdirección General de Planificación y Gestión de Recursos Humanos,E05239001,E05231501,Ministerio de Industria y Turismo,3,OTRO,sin_senal,MN,V,2026-06-10,
