ejercicio,seccion_cod,servicio_cod,servicio_denominacion,dir3_cod,dir3_denominacion,match_tipo,match_detalle
2026,15,08,DIRECCIÓN GENERAL DEL CATASTRO,E00127105,Dirección General del Catastro,exacto,denominacion_normalizada
2026,15,09,TRIBUNAL ECONÓMICO-ADMINISTRATIVO CENTRAL,E00127205,Tribunal Económico Administrativo Central,exacto,denominacion_normalizada
2026,15,11,INTERVENCIÓN GENERAL DE LA ADMINISTRACIÓN DEL ESTADO,E00127405,Intervención General de la Administración del Estado,exacto,denominacion_normalizada
2026,15,12,SECRETARÍA DE ESTADO DE PRESUPUESTOS Y GASTOS,E05250601,Secretaria de Estado de Presupuestos y Gastos,exacto,denominacion_normalizada
2026,15,13,DIRECCIÓN GENERAL DE COSTES DE PERSONAL,E00127606,Dirección General de Costes de Personal,exacto,denominacion_normalizada
2026,15,14,SECRETARÍA GENERAL DE FONDOS EUROPEOS,EA0045367,Secretaría General de Fondos Europeos,exacto,denominacion_normalizada
2026,15,15,DIRECCIÓN GENERAL DE PRESUPUESTOS,E00127505,Dirección General de Presupuestos,exacto,denominacion_normalizada
2026,15,22,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,E04995702,Secretaría General de Financiación Autonómica y Local,exacto,denominacion_normalizada
2026,15,50,MECANISMO DE RECUPERACIÓN Y RESILIENCIA,,,sin_match,servicio_instrumental_prtr
2026,16,01,"MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES",E00003801,Ministerio del Interior,por_denominacion,regla_servicios_generales
2026,16,01,"MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES",E00128701,Subsecretaria del Interior,por_denominacion,regla_servicios_generales
2026,16,02,SECRETARÍA DE ESTADO DE SEGURIDAD,E00129101,S. de E. de Seguridad,exacto,denominacion_normalizada
2026,16,03,DIRECCIÓN GENERAL DE LA POLICÍA,E04931201,Dirección General de la Policía,exacto,denominacion_normalizada
2026,16,04,DIRECCIÓN GENERAL DE LA GUARDIA CIVIL,E04931401,D.G. de la Guardia Civil,exacto,denominacion_normalizada
2026,16,05,SECRETARÍA GENERAL DE INSTITUCIONES PENITENCIARIAS,E04796602,Secretaría General de Instituciones Penitenciarias,exacto,denominacion_normalizada
2026,17,01,"MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES",E05229701,Ministerio de Transportes y Movilidad Sostenible,por_denominacion,regla_servicios_generales
2026,17,01,"MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES",E05238601,Subsecretaría de Transportes y Movilidad Sostenible,por_denominacion,regla_servicios_generales
2026,17,02,DIRECCIÓN GENERAL DE PROGRAMACIÓN ECONÓMICA Y PRESUPUESTOS,E00124704,Dirección General de Programación Económica y Presupuestos,exacto,denominacion_normalizada
2026,17,03,SECRETARÍA GENERAL TÉCNICA,E00124103,Secretaría General Técnica,exacto,denominacion_normalizada
2026,17,18,DIRECCIÓN GENERAL DEL INSTITUTO GEOGRÁFICO NACIONAL,E00125105,Dirección General del Instituto Geográfico Nacional,exacto,denominacion_normalizada
2026,17,20,SECRETARÍA DE ESTADO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,E05230001,Secretaría de Estado de Transportes y Movilidad Sostenible,exacto,denominacion_normalizada
2026,17,32,DIRECCIÓN GENERAL DE MARINA MERCANTE,E00124506,Dirección General de la Marina Mercante,por_denominacion,tokens_significativos
2026,17,34,DIRECCIÓN GENERAL DE AVIACIÓN CIVIL,E00124306,Dirección General de Aviación Civil,exacto,denominacion_normalizada
2026,17,38,DIRECCIÓN GENERAL DE CARRETERAS,E00124906,Dirección General de Carreteras,exacto,denominacion_normalizada
2026,17,39,DIRECCIÓN GENERAL DE TRANSPORTE POR CARRETERA Y FERROCARRIL,E00124406,Dirección General de Transporte por Carretera y Ferrocarril,exacto,denominacion_normalizada
2026,17,40,DIRECCIÓN GENERAL DEL SECTOR FERROVIARIO,E05078201,Dirección General del Sector Ferroviario,exacto,denominacion_normalizada
2026,17,50,MECANISMO DE RECUPERACIÓN Y RESILIENCIA,,,sin_match,servicio_instrumental_prtr
2026,18,01,"MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES",E05230301,"Ministerio de Educación, Formación Profesional y Deportes",por_denominacion,regla_servicios_generales
2026,18,01,"MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES",E05238801,"Subsecretaría de Educación, Formación Profesional y Deportes",por_denominacion,regla_servicios_generales
2026,18,02,SECRETARÍA GENERAL TÉCNICA,E04936202,Secretaría General Técnica (MEFPD),por_denominacion,prefijo_unico
2026,18,03,SECRETARÍA DE ESTADO DE EDUCACIÓN,E05230601,Secretaría de Estado de Educación,exacto,denominacion_normalizada
2026,18,04,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,E04874804,Dirección General de Evaluación y Cooperación Territorial,exacto,denominacion_normalizada
2026,18,05,SECRETARÍA GENERAL DE FORMACIÓN PROFESIONAL,E05078801,Secretaría General de Formación Profesional,exacto,denominacion_normalizada
2026,18,08,DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA,E04996503,Dirección General de Planificación y Gestión Educativa,exacto,denominacion_normalizada
2026,18,50,MECANISMO DE RECUPERACIÓN Y RESILIENCIA,,,sin_match,servicio_instrumental_prtr
2026,19,01,MINISTERIO Y SUBSECRETARÍA,E05066501,Ministerio de Trabajo y Economía Social,por_denominacion,regla_servicios_generales
2026,19,01,MINISTERIO Y SUBSECRETARÍA,E05073901,Subsecretaría de Trabajo y Economía Social,por_denominacion,regla_servicios_generales
2026,19,02,SECRETARÍA DE ESTADO DE ECONOMÍA SOCIAL,E05231201,Secretaría de Estado de Economía Social,exacto,denominacion_normalizada
2026,19,03,SECRETARÍA DE ESTADO DE TRABAJO,E05230901,Secretaría de Estado de Trabajo,exacto,denominacion_normalizada
2026,20,01,"MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES",E05231501,Ministerio de Industria y Turismo,por_denominacion,regla_servicios_generales
2026,20,01,"MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES",E05239001,Subsecretaría de Industria y Turismo,por_denominacion,regla_servicios_generales
2026,20,02,SECRETARÍA GENERAL TÉCNICA,E04934203,Secretaría General Técnica,exacto,denominacion_normalizada
2026,20,03,SECRETARÍA DE ESTADO DE INDUSTRIA,E05231801,Secretaría de Estado de Industria,exacto,denominacion_normalizada
2026,20,04,SECRETARÍA DE ESTADO DE TURISMO,E05232101,Secretaría de Estado de Turismo,exacto,denominacion_normalizada
2026,20,09,DIRECCIÓN GENERAL DE PROGRAMAS INDUSTRIALES,E05248501,Dirección General de Programas Industriales,exacto,denominacion_normalizada
2026,20,10,DIRECCIÓN GENERAL DE ESTRATEGIA INDUSTRIAL Y DE LA PEQUEÑA Y MEDIANA EMPRESA,E04934603,Dirección General de Estrategia Industrial y de la Pequeña y Mediana Empresa,exacto,denominacion_normalizada
2026,20,50,MECANISMO DE RECUPERACIÓN Y RESILIENCIA,,,sin_match,servicio_instrumental_prtr
2026,21,01,"MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES",E05024401,"Ministerio de Agricultura, Pesca y Alimentación",por_denominacion,regla_servicios_generales
2026,21,01,"MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES",E05034901,"Subsecretaría de Agricultura, Pesca y Alimentación",por_denominacion,regla_servicios_generales
2026,21,02,SECRETARÍA GENERAL TÉCNICA,EA0022315,Secretaria General Técnica,exacto,denominacion_normalizada
2026,21,03,DIRECCIÓN GENERAL DE SERVICIOS E INSPECCIÓN,EA0043067,Dirección General de Servicios e Inspección,exacto,denominacion_normalizada
2026,21,04,SECRETARÍA GENERAL DE RECURSOS AGRARIOS Y SEGURIDAD ALIMENTARIA,E04932003,Secretaría General de Recursos Agrarios y Seguridad Alimentaria,exacto,denominacion_normalizada
2026,21,05,DIRECCIÓN GENERAL DE PRODUCCIONES Y MERCADOS AGRARIOS,E04932203,Dirección General de Producciones y Mercados Agrarios,exacto,denominacion_normalizada
2026,21,06,DIRECCIÓN GENERAL DE SANIDAD DE LA PRODUCCIÓN AGROALIMENTARIA Y BIENESTAR ANIMAL,E04932403,Dirección General de Sanidad de la Producción Agroalimentaria y Bienestar Animal,exacto,denominacion_normalizada
2026,21,07,DIRECCIÓN GENERAL DE ALIMENTACIÓN,E04932603,Dirección General de Alimentación,exacto,denominacion_normalizada
2026,21,08,"DIRECCIÓN GENERAL DE DESARROLLO RURAL, INNOVACIÓN Y FORMACIÓN AGROALIMENTARIA",E05079001,"Dirección General de Desarrollo Rural, Innovación y Formación Agroalimentaria",exacto,denominacion_normalizada
2026,21,09,SECRETARÍA GENERAL DE PESCA,E04933003,Secretaría General de Pesca,exacto,denominacion_normalizada
2026,21,10,DIRECCIÓN GENERAL DE PESCA SOSTENIBLE,EA0043025,Dirección General de Pesca Sostenible,exacto,denominacion_normalizada
2026,21,11,DIRECCIÓN GENERAL DE ORDENACIÓN PESQUERA Y ACUICULTURA,E05009402,Dirección General de Ordenación Pesquera y Acuicultura,exacto,denominacion_normalizada
2026,22,01,"MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES",E05232701,Ministerio de Política Territorial y Memoria Democrática,por_denominacion,regla_servicios_generales
